Country,Date,Δlog(NEER),Δlog(EUI),Δlog(Forign prices),Δlog(output/GDP),Δlog(CPI_all_items)
Paraguay,2011-Q3,0.0242,0.359405,0.0022,0.0000,-0.0122120
Paraguay,2011-Q4,-0.0517,-0.039889,-0.0116,0.0000,-0.0277125
Paraguay,2012-Q1,-0.0345,-0.042405,-0.0035,-0.0212,0.0257044
Paraguay,2012-Q2,0.0408,0.681485,-0.0010,0.0000,-0.0128969
Paraguay,2012-Q3,0.0104,-0.350280,-0.0176,0.0000,-0.0210913
Paraguay,2012-Q4,0.0044,0.401203,-0.0013,0.0000,-0.0013006
Paraguay,2013-Q1,0.0748,-0.204057,0.0023,0.0653,0.0370460
Paraguay,2013-Q2,-0.0230,-0.805958,-0.0110,0.0000,-0.0110972
Paraguay,2013-Q3,-0.0179,0.113033,-0.0075,0.0000,0.0151022
Paraguay,2013-Q4,-0.0016,0.157138,0.0020,0.0000,0.0403922
Paraguay,2014-Q1,0.0145,0.054972,-0.0033,0.0372,0.0272174
Paraguay,2014-Q2,0.0120,0.027713,-0.0066,0.0000,0.0150623
Paraguay,2014-Q3,0.0444,-0.346007,-0.0050,0.0000,-0.0256245
Paraguay,2014-Q4,-0.0296,0.193912,-0.0134,0.0000,0.0079906
Paraguay,2015-Q1,0.0258,0.547855,-0.0218,0.0145,0.0426181
Paraguay,2015-Q2,-0.0387,-0.162570,-0.0076,0.0000,-0.0004487
Paraguay,2015-Q3,0.0023,-0.175445,-0.0165,0.0000,-0.0090172
Paraguay,2015-Q4,-0.0355,-0.139024,-0.0146,0.0000,-0.0236006
Paraguay,2016-Q1,0.0217,0.209157,0.0407,0.0273,0.0903869
Paraguay,2016-Q2,-0.0024,-0.209427,0.0120,0.0000,-0.0080817
Paraguay,2016-Q3,0.0008,0.488773,0.0054,0.0000,-0.0189702
Paraguay,2016-Q4,-0.0119,0.059458,0.0260,0.0000,0.0170465
Paraguay,2017-Q1,0.0088,-0.068511,0.0282,0.0327,0.0400515
Paraguay,2017-Q2,0.0093,-0.593984,-0.0029,0.0000,0.0096145
Paraguay,2017-Q3,-0.0196,-0.011450,0.0086,0.0000,-0.0026501
Paraguay,2017-Q4,-0.0013,0.553525,0.0223,0.0000,0.0352954
Paraguay,2018-Q1,-0.0006,-0.734597,0.0081,0.0176,0.0200205
Paraguay,2018-Q2,0.0380,0.632974,0.0006,0.0000,-0.0073309
Paraguay,2018-Q3,0.0405,0.112620,0.0092,0.0000,-0.0151646
Paraguay,2018-Q4,-0.0148,-0.082289,0.0049,0.0000,0.0151646
Paraguay,2019-Q1,-0.0298,0.324729,-0.0129,-0.0176,0.0079947
Paraguay,2019-Q2,-0.0062,0.101310,0.0040,0.0000,0.0052945
Paraguay,2019-Q3,0.0344,-0.210571,-0.0037,0.0000,-0.0146279
Paraguay,2019-Q4,-0.0202,0.474460,0.0006,0.0000,0.0198946
Paraguay,2020-Q1,0.0098,0.054792,-0.0071,-0.0217,0.0075225
Paraguay,2020-Q2,0.0531,-0.655385,-0.0229,0.0000,-0.0160949
Paraguay,2020-Q3,-0.0646,-0.050213,0.0073,0.0000,-0.0069779
Paraguay,2020-Q4,-0.0174,-0.208630,0.0091,0.0000,0.0440312
Paraguay,2021-Q1,0.0411,-0.629870,-0.0327,0.0273,0.0286228
Paraguay,2021-Q2,0.0120,0.418806,0.0339,0.0000,-0.0034167
Paraguay,2021-Q3,-0.0332,0.174052,0.0213,0.0000,0.0426374
Paraguay,2021-Q4,0.0289,-0.082638,0.0309,0.0000,0.0584827
Paraguay,2022-Q1,-0.0228,0.289612,-0.0024,-0.0096,0.0485759
Paraguay,2022-Q2,0.0310,0.103643,0.0153,0.0000,0.0238233
Russian Federation,2010-Q2,0.0281,0.084450,0.0156,0.0000,0.0195450
Russian Federation,2010-Q3,-0.0257,-0.087448,0.0000,0.0000,0.0222090
Russian Federation,2010-Q4,-0.0357,-0.276735,0.0301,0.0000,0.0421155
Russian Federation,2011-Q1,0.0431,-0.106390,0.0271,0.0409,0.0623308
Russian Federation,2011-Q2,0.0253,0.052558,0.0142,0.0000,0.0109279
Russian Federation,2011-Q3,-0.0145,0.359405,0.0022,0.0000,-0.0284172
Russian Federation,2011-Q4,-0.0227,-0.039889,-0.0116,0.0000,-0.0015312
Russian Federation,2012-Q1,0.0454,-0.042405,-0.0035,0.0369,0.0203027
Russian Federation,2012-Q2,-0.0137,0.681485,-0.0010,0.0000,0.0186052
Russian Federation,2012-Q3,-0.0216,-0.350280,-0.0176,0.0000,0.0176304
Russian Federation,2012-Q4,0.0133,0.401203,-0.0013,0.0000,0.0072948
Russian Federation,2013-Q1,0.0209,-0.204057,0.0023,0.0144,0.0246006
Russian Federation,2013-Q2,-0.0300,-0.805958,-0.0110,0.0000,0.0181788
Russian Federation,2013-Q3,-0.0340,0.113033,-0.0075,0.0000,-0.0036686
Russian Federation,2013-Q4,-0.0027,0.157138,0.0020,0.0000,0.0177640
Russian Federation,2014-Q1,-0.0599,0.054972,-0.0033,-0.0113,0.0320563
Russian Federation,2014-Q2,0.0079,0.027713,-0.0066,0.0000,0.0412087
Russian Federation,2014-Q3,-0.0119,-0.346007,-0.0050,0.0000,0.0072781
Russian Federation,2014-Q4,-0.2128,0.193912,-0.0134,0.0000,0.0472838
Russian Federation,2015-Q1,-0.2072,0.547855,-0.0218,-0.0230,0.1266979
Russian Federation,2015-Q2,0.1781,-0.162570,-0.0076,0.0000,0.0214403
Russian Federation,2015-Q3,-0.1550,-0.175445,-0.0165,0.0000,-0.0145247
Russian Federation,2015-Q4,-0.0179,-0.139024,-0.0146,0.0000,0.0243417
Russian Federation,2016-Q1,-0.1033,0.209157,0.0407,-0.0009,0.0323199
Russian Federation,2016-Q2,0.1029,-0.209427,0.0120,0.0000,0.0104707
Russian Federation,2016-Q3,0.0267,0.488773,0.0054,0.0000,-0.0067512
Russian Federation,2016-Q4,0.0544,0.059458,0.0260,0.0000,0.0117911
Russian Federation,2017-Q1,0.0806,-0.068511,0.0282,0.0160,0.0180435
Russian Federation,2017-Q2,0.0085,-0.593984,-0.0029,0.0000,0.0160010
Russian Federation,2017-Q3,-0.0615,-0.011450,0.0086,0.0000,-0.0203234
Russian Federation,2017-Q4,0.0146,0.553525,0.0223,0.0000,-0.0053821
Russian Federation,2018-Q1,-0.0048,-0.734597,0.0081,0.0268,0.0162854
Russian Federation,2018-Q2,-0.0602,0.632974,0.0006,0.0000,0.0109286
Russian Federation,2018-Q3,-0.0180,0.112620,0.0092,0.0000,-0.0056218
Russian Federation,2018-Q4,0.0012,-0.082289,0.0049,0.0000,0.0182784
Russian Federation,2019-Q1,-0.0009,0.324729,-0.0129,0.0212,0.0396717
Russian Federation,2019-Q2,0.0330,0.101310,0.0040,0.0000,0.0129317
Russian Federation,2019-Q3,0.0089,-0.210571,-0.0037,0.0000,-0.0158498
Russian Federation,2019-Q4,0.0148,0.474460,0.0006,0.0000,0.0004664
Russian Federation,2020-Q1,-0.0263,0.054792,-0.0071,-0.0256,0.0227889
Russian Federation,2020-Q2,-0.0671,-0.655385,-0.0229,0.0000,0.0313169
Russian Federation,2020-Q3,-0.0481,-0.050213,0.0073,0.0000,-0.0080201
Russian Federation,2020-Q4,-0.0521,-0.208630,0.0091,0.0000,0.0173146
Russian Federation,2021-Q1,0.0125,-0.629870,-0.0327,0.0603,0.0410480
Russian Federation,2021-Q2,0.0048,0.418806,0.0339,0.0000,0.0287376
Russian Federation,2021-Q3,0.0205,0.174052,0.0213,0.0000,0.0011241
Russian Federation,2021-Q4,0.0310,-0.082638,0.0309,0.0000,0.0459418
Russian Federation,2022-Q1,-0.1245,0.289612,-0.0024,-0.0110,-0.3349745
Russian Federation,2022-Q2,0.2877,0.103643,0.0153,0.0000,0.0635201
Singapore,2010-Q2,0.0181,0.084450,0.0156,0.0000,0.0045462
Singapore,2010-Q3,0.0109,-0.087448,0.0000,0.0000,0.0085231
Singapore,2010-Q4,0.0128,-0.276735,0.0301,0.0000,0.0055863
Singapore,2011-Q1,0.0107,-0.106390,0.0271,0.0394,0.0199099
Singapore,2011-Q2,0.0099,0.052558,0.0142,0.0000,0.0000954
Singapore,2011-Q3,0.0082,0.359405,0.0022,0.0000,0.0047089
Singapore,2011-Q4,-0.0262,-0.039889,-0.0116,0.0000,0.0116068
Singapore,2012-Q1,0.0178,-0.042405,-0.0035,0.0189,0.0128247
Singapore,2012-Q2,0.0120,0.681485,-0.0010,0.0000,-0.0055040
Singapore,2012-Q3,0.0164,-0.350280,-0.0176,0.0000,0.0057070
Singapore,2012-Q4,0.0103,0.401203,-0.0013,0.0000,0.0040503
Singapore,2013-Q1,-0.0027,-0.204057,0.0023,0.0309,0.0141695
Singapore,2013-Q2,0.0006,-0.805958,-0.0110,0.0000,-0.0026111
Singapore,2013-Q3,-0.0025,0.113033,-0.0075,0.0000,0.0069939
Singapore,2013-Q4,0.0113,0.157138,0.0020,0.0000,0.0074934
Singapore,2014-Q1,-0.0074,0.054972,-0.0033,0.0256,0.0144788
Singapore,2014-Q2,0.0052,0.027713,-0.0066,0.0000,0.0015809
Singapore,2014-Q3,0.0068,-0.346007,-0.0050,0.0000,0.0053146
Singapore,2014-Q4,-0.0046,0.193912,-0.0134,0.0000,0.0067734
Singapore,2015-Q1,-0.0191,0.547855,-0.0218,0.0175,0.0082232
Singapore,2015-Q2,0.0147,-0.162570,-0.0076,0.0000,-0.0076740
Singapore,2015-Q3,-0.0062,-0.175445,-0.0165,0.0000,0.0009936
Singapore,2015-Q4,0.0023,-0.139024,-0.0146,0.0000,0.0051105
Singapore,2016-Q1,0.0084,0.209157,0.0407,0.0238,0.0196175
Singapore,2016-Q2,0.0147,-0.209427,0.0120,0.0000,-0.0000486
Singapore,2016-Q3,0.0048,0.488773,0.0054,0.0000,0.0006322
Singapore,2016-Q4,-0.0153,0.059458,0.0260,0.0000,0.0026543
Singapore,2017-Q1,0.0028,-0.068511,0.0282,0.0429,0.0097113
Singapore,2017-Q2,0.0021,-0.593984,-0.0029,0.0000,-0.0011051
Singapore,2017-Q3,0.0046,-0.011450,0.0086,0.0000,0.0008610
Singapore,2017-Q4,0.0016,0.553525,0.0223,0.0000,0.0049471
Singapore,2018-Q1,-0.0030,-0.734597,0.0081,0.0292,0.0069500
Singapore,2018-Q2,0.0015,0.632974,0.0006,0.0000,-0.0012586
Singapore,2018-Q3,0.0099,0.112620,0.0092,0.0000,0.0052101
Singapore,2018-Q4,0.0066,-0.082289,0.0049,0.0000,0.0019483
Singapore,2019-Q1,0.0001,0.324729,-0.0129,0.0016,0.0065100
Singapore,2019-Q2,0.0022,0.101310,0.0040,0.0000,-0.0032674
Singapore,2019-Q3,-0.0005,-0.210571,-0.0037,0.0000,0.0037478
Singapore,2019-Q4,0.0069,0.474460,0.0006,0.0000,0.0061389
Singapore,2020-Q1,-0.0147,0.054792,-0.0071,-0.0358,0.0103854
Singapore,2020-Q2,-0.0056,-0.655385,-0.0229,0.0000,0.0182300
Singapore,2020-Q3,0.0019,-0.050213,0.0073,0.0000,-0.0010641
Singapore,2020-Q4,-0.0058,-0.208630,0.0091,0.0000,-0.0033582
Singapore,2021-Q1,0.0000,-0.629870,-0.0327,0.1348,0.0082767
Singapore,2021-Q2,0.0037,0.418806,0.0339,0.0000,0.0005371
Singapore,2021-Q3,-0.0048,0.174052,0.0213,0.0000,0.0066353
Singapore,2021-Q4,0.0016,-0.082638,0.0309,0.0000,0.0092485
Singapore,2022-Q1,0.0082,0.289612,-0.0024,0.0072,0.0131000
Singapore,2022-Q2,0.0218,0.103643,0.0153,0.0000,0.0181094
South Africa,2010-Q2,0.0250,0.084450,0.0156,0.0000,0.0010650
South Africa,2010-Q3,0.0162,-0.087448,0.0000,0.0000,0.0031879
South Africa,2010-Q4,0.0240,-0.276735,0.0301,0.0000,0.0058186
South Africa,2011-Q1,-0.0194,-0.106390,0.0271,0.0188,0.0275701
South Africa,2011-Q2,0.0030,0.052558,0.0142,0.0000,0.0213206
South Africa,2011-Q3,-0.0402,0.359405,0.0022,0.0000,0.0203834
South Africa,2011-Q4,-0.0927,-0.039889,-0.0116,0.0000,0.0329169
South Africa,2012-Q1,0.0449,-0.042405,-0.0035,0.0089,0.0174656
South Africa,2012-Q2,-0.0297,0.681485,-0.0010,0.0000,-0.0014048
South Africa,2012-Q3,-0.0115,-0.350280,-0.0176,0.0000,0.0032750
South Africa,2012-Q4,-0.0613,0.401203,-0.0013,0.0000,0.0447562
South Africa,2013-Q1,-0.0278,-0.204057,0.0023,0.0080,0.0088929
South Africa,2013-Q2,-0.0461,-0.805958,-0.0110,0.0000,0.0026525
South Africa,2013-Q3,-0.0441,0.113033,-0.0075,0.0000,0.0087912
South Africa,2013-Q4,-0.0265,0.157138,0.0020,0.0000,0.0199314
South Africa,2014-Q1,-0.0605,0.054972,-0.0033,-0.0026,0.0287547
South Africa,2014-Q2,0.0259,0.027713,-0.0066,0.0000,0.0311884
South Africa,2014-Q3,-0.0091,-0.346007,-0.0050,0.0000,0.0072464
South Africa,2014-Q4,-0.0034,0.193912,-0.0134,0.0000,0.0044027
South Africa,2015-Q1,0.0018,0.547855,-0.0218,-0.0070,0.0134869
South Africa,2015-Q2,-0.0194,-0.162570,-0.0076,0.0000,0.0164130
South Africa,2015-Q3,-0.0480,-0.175445,-0.0165,0.0000,0.0069525
South Africa,2015-Q4,-0.0667,-0.139024,-0.0146,0.0000,0.0175510
South Africa,2016-Q1,-0.0991,0.209157,0.0407,-0.0028,0.0465545
South Africa,2016-Q2,0.0333,-0.209427,0.0120,0.0000,0.0427551
South Africa,2016-Q3,0.0730,0.488773,0.0054,0.0000,0.0127171
South Africa,2016-Q4,0.0389,0.059458,0.0260,0.0000,0.0172681
South Africa,2017-Q1,0.0565,-0.068511,0.0282,0.0050,0.0284602
South Africa,2017-Q2,-0.0151,-0.593984,-0.0029,0.0000,0.0071518
South Africa,2017-Q3,-0.0227,-0.011450,0.0086,0.0000,0.0009713
South Africa,2017-Q4,-0.0327,0.553525,0.0223,0.0000,0.0086999
South Africa,2018-Q1,0.0989,-0.734597,0.0081,-0.0014,0.0159141
South Africa,2018-Q2,-0.0324,0.632974,0.0006,0.0000,0.0037819
South Africa,2018-Q3,-0.0710,0.112620,0.0092,0.0000,0.0034536
South Africa,2018-Q4,0.0022,-0.082289,0.0049,0.0000,0.0059391
South Africa,2019-Q1,0.0085,0.324729,-0.0129,-0.0139,0.0166877
South Africa,2019-Q2,-0.0158,0.101310,0.0040,0.0000,-0.2095983
South Africa,2019-Q3,-0.0085,-0.210571,-0.0037,0.0000,0.0079052
South Africa,2019-Q4,-0.0007,0.474460,0.0006,0.0000,0.0052357
South Africa,2020-Q1,-0.0308,0.054792,-0.0071,-0.0799,0.0184779
South Africa,2020-Q2,-0.1334,-0.655385,-0.0229,0.0000,0.0091126
South Africa,2020-Q3,0.0296,-0.050213,0.0073,0.0000,0.0047059
South Africa,2020-Q4,0.0583,-0.208630,0.0091,0.0000,0.0214370
South Africa,2021-Q1,0.0302,-0.629870,-0.0327,0.0320,0.0168248
South Africa,2021-Q2,0.0562,0.418806,0.0339,0.0000,0.0206406
South Africa,2021-Q3,-0.0234,0.174052,0.0213,0.0000,0.0064483
South Africa,2021-Q4,-0.0380,-0.082638,0.0309,0.0000,0.0117708
South Africa,2022-Q1,0.0210,0.289612,-0.0024,0.0062,0.0205173
South Africa,2022-Q2,0.0143,0.103643,0.0153,0.0000,0.0331804
Spain,2010-Q2,-0.0290,0.084450,0.0156,0.0000,-0.0030886
Spain,2010-Q3,-0.0011,-0.087448,0.0000,0.0000,0.0065202
Spain,2010-Q4,0.0106,-0.276735,0.0301,0.0000,0.0061592
Spain,2011-Q1,-0.0010,-0.106390,0.0271,-0.0100,0.0043204
Spain,2011-Q2,0.0125,0.052558,0.0142,0.0000,0.0064847
Spain,2011-Q3,-0.0042,0.359405,0.0022,0.0000,0.0054326
Spain,2011-Q4,-0.0048,-0.039889,-0.0116,0.0000,0.0051991
Spain,2012-Q1,-0.0144,-0.042405,-0.0035,-0.0297,0.0063558
Spain,2012-Q2,-0.0035,0.681485,-0.0010,0.0000,0.0036493
Spain,2012-Q3,-0.0097,-0.350280,-0.0176,0.0000,0.0049804
Spain,2012-Q4,0.0124,0.401203,-0.0013,0.0000,0.0126866
Spain,2013-Q1,0.0105,-0.204057,0.0023,-0.0108,0.0065888
Spain,2013-Q2,0.0009,-0.805958,-0.0110,0.0000,0.0075031
Spain,2013-Q3,0.0135,0.113033,-0.0075,0.0000,0.0102527
Spain,2013-Q4,0.0100,0.157138,0.0020,0.0000,-0.0110548
Spain,2014-Q1,0.0091,0.054972,-0.0033,0.0182,0.0026111
Spain,2014-Q2,-0.0039,0.027713,-0.0066,0.0000,-0.0090552
Spain,2014-Q3,-0.0104,-0.346007,-0.0050,0.0000,0.0008185
Spain,2014-Q4,-0.0101,0.193912,-0.0134,0.0000,0.0063169
Spain,2015-Q1,-0.0288,0.547855,-0.0218,0.0406,0.0023586
Spain,2015-Q2,-0.0073,-0.162570,-0.0076,0.0000,0.0020404
Spain,2015-Q3,0.0175,-0.175445,-0.0165,0.0000,0.0060670
Spain,2015-Q4,0.0020,-0.139024,-0.0146,0.0000,0.0073998
Spain,2016-Q1,0.0136,0.209157,0.0407,0.0280,0.0012769
Spain,2016-Q2,0.0035,-0.209427,0.0120,0.0000,0.0023573
Spain,2016-Q3,-0.0009,0.488773,0.0054,0.0000,0.0058098
Spain,2016-Q4,-0.0023,0.059458,0.0260,0.0000,-0.0044833
Spain,2017-Q1,-0.0022,-0.068511,0.0282,0.0261,0.0096838
Spain,2017-Q2,0.0073,-0.593984,-0.0029,0.0000,-0.0008267
Spain,2017-Q3,0.0212,-0.011450,0.0086,0.0000,0.0002864
Spain,2017-Q4,0.0042,0.553525,0.0223,0.0000,0.0115050
Spain,2018-Q1,0.0079,-0.734597,0.0081,0.0192,0.0009867
Spain,2018-Q2,-0.0020,0.632974,0.0006,0.0000,0.0072938
Spain,2018-Q3,0.0101,0.112620,0.0092,0.0000,-0.0014433
Spain,2018-Q4,-0.0046,-0.082289,0.0049,0.0000,0.0081511
Spain,2019-Q1,-0.0079,0.324729,-0.0129,0.0123,-0.0031350
Spain,2019-Q2,0.0012,0.101310,0.0040,0.0000,0.0025108
Spain,2019-Q3,-0.0008,-0.210571,-0.0037,0.0000,0.0017598
Spain,2019-Q4,-0.0029,0.474460,0.0006,0.0000,0.0137377
Spain,2020-Q1,0.0019,0.054792,-0.0071,-0.1210,0.0035104
Spain,2020-Q2,0.0161,-0.655385,-0.0229,0.0000,0.0146584
Spain,2020-Q3,0.0174,-0.050213,0.0073,0.0000,-0.0095928
Spain,2020-Q4,0.0024,-0.208630,0.0091,0.0000,0.0070638
Spain,2021-Q1,-0.0032,-0.629870,-0.0327,0.0629,0.0035267
Spain,2021-Q2,0.0024,0.418806,0.0339,0.0000,0.0062333
Spain,2021-Q3,-0.0064,0.174052,0.0213,0.0000,0.0009069
Spain,2021-Q4,-0.0029,-0.082638,0.0309,0.0000,0.0217319
Spain,2022-Q1,-0.0002,0.289612,-0.0024,0.0546,0.0266987
Spain,2022-Q2,-0.0085,0.103643,0.0153,0.0000,0.0581952
Trinidad and Tobago,2010-Q2,0.0159,0.084450,0.0156,0.0000,0.1439568
Trinidad and Tobago,2010-Q3,-0.0080,-0.087448,0.0000,0.0000,0.1123218
Trinidad and Tobago,2010-Q4,-0.0210,-0.276735,0.0301,0.0000,-0.0371941
Trinidad and Tobago,2011-Q1,-0.0070,-0.106390,0.0271,-0.0107,0.0086903
Trinidad and Tobago,2011-Q2,-0.0158,0.052558,0.0142,0.0000,-0.0124213
Trinidad and Tobago,2011-Q3,0.0057,0.359405,0.0022,0.0000,0.0593462
Trinidad and Tobago,2011-Q4,0.0203,-0.039889,-0.0116,0.0000,0.0396916
Trinidad and Tobago,2012-Q1,0.0014,-0.042405,-0.0035,0.0596,0.0798021
Trinidad and Tobago,2012-Q2,0.0075,0.681485,-0.0010,0.0000,0.0535885
Trinidad and Tobago,2012-Q3,0.0037,-0.350280,-0.0176,0.0000,-0.0122071
Trinidad and Tobago,2012-Q4,-0.0069,0.401203,-0.0013,0.0000,0.0207234
Trinidad and Tobago,2013-Q1,0.0003,-0.204057,0.0023,0.0291,0.0550563
Trinidad and Tobago,2013-Q2,0.0080,-0.805958,-0.0110,0.0000,0.0363499
Trinidad and Tobago,2013-Q3,0.0073,0.113033,-0.0075,0.0000,-0.0619341
Trinidad and Tobago,2013-Q4,-0.0063,0.157138,0.0020,0.0000,0.0386878
Trinidad and Tobago,2014-Q1,0.0053,0.054972,-0.0033,0.0325,0.0361220
Trinidad and Tobago,2014-Q2,-0.0055,0.027713,-0.0066,0.0000,0.0244557
Trinidad and Tobago,2014-Q3,0.0202,-0.346007,-0.0050,0.0000,0.0312374
Trinidad and Tobago,2014-Q4,0.0275,0.193912,-0.0134,0.0000,0.0699821
Trinidad and Tobago,2015-Q1,0.0343,0.547855,-0.0218,-0.0073,-0.0125307
Trinidad and Tobago,2015-Q2,0.0078,-0.162570,-0.0076,0.0000,-0.0016669
Trinidad and Tobago,2015-Q3,0.0204,-0.175445,-0.0165,0.0000,0.0409097
Trinidad and Tobago,2015-Q4,0.0041,-0.139024,-0.0146,0.0000,0.0085634
Trinidad and Tobago,2016-Q1,-0.0080,0.209157,0.0407,-0.0815,0.0244680
Trinidad and Tobago,2016-Q2,-0.0376,-0.209427,0.0120,0.0000,0.0181181
Trinidad and Tobago,2016-Q3,-0.0106,0.488773,0.0054,0.0000,0.0140850
Trinidad and Tobago,2016-Q4,0.0122,0.059458,0.0260,0.0000,0.0024773
Trinidad and Tobago,2017-Q1,0.0027,-0.068511,0.0282,-0.0520,0.0113465
Trinidad and Tobago,2017-Q2,-0.0114,-0.593984,-0.0029,0.0000,-0.0143072
Trinidad and Tobago,2017-Q3,-0.0181,-0.011450,0.0086,0.0000,0.0178523
Trinidad and Tobago,2017-Q4,0.0023,0.553525,0.0223,0.0000,0.0233179
Trinidad and Tobago,2018-Q1,-0.0174,-0.734597,0.0081,-0.0114,-0.0025963
Trinidad and Tobago,2018-Q2,0.0154,0.632974,0.0006,0.0000,-0.0186594
Trinidad and Tobago,2018-Q3,0.0259,0.112620,0.0092,0.0000,-0.0002943
Trinidad and Tobago,2018-Q4,0.0076,-0.082289,0.0049,0.0000,0.0203970
Trinidad and Tobago,2019-Q1,-0.0058,0.324729,-0.0129,0.0012,0.0020170
Trinidad and Tobago,2019-Q2,0.0079,0.101310,0.0040,0.0000,-0.0147893
Trinidad and Tobago,2019-Q3,0.0065,-0.210571,-0.0037,0.0000,0.0090156
Trinidad and Tobago,2019-Q4,0.0023,0.474460,0.0006,0.0000,-0.0008689
Trinidad and Tobago,2020-Q1,0.0065,0.054792,-0.0071,-0.0940,0.0155265
Trinidad and Tobago,2020-Q2,0.0218,-0.655385,-0.0229,0.0000,0.0042705
Trinidad and Tobago,2020-Q3,-0.0182,-0.050213,0.0073,0.0000,0.0087683
Trinidad and Tobago,2020-Q4,-0.0149,-0.208630,0.0091,0.0000,0.0173092
Trinidad and Tobago,2021-Q1,-0.0084,-0.629870,-0.0327,-0.0078,-0.0055509
Trinidad and Tobago,2021-Q2,0.0009,0.418806,0.0339,0.0000,0.0094184
Trinidad and Tobago,2021-Q3,0.0071,0.174052,0.0213,0.0000,0.0320735
Trinidad and Tobago,2021-Q4,0.0134,-0.082638,0.0309,0.0000,0.0270742
Trinidad and Tobago,2022-Q1,0.0039,0.289612,-0.0024,0.0099,0.0057010
Trinidad and Tobago,2022-Q2,0.0214,0.103643,0.0153,0.0000,0.0138570
United Kingdom,2010-Q2,-0.0046,0.084450,0.0156,0.0000,0.0077850
United Kingdom,2010-Q3,0.0340,-0.087448,0.0000,0.0000,0.0099211
United Kingdom,2010-Q4,-0.0240,-0.276735,0.0301,0.0000,0.0206267
United Kingdom,2011-Q1,0.0006,-0.106390,0.0271,0.0007,0.0173979
United Kingdom,2011-Q2,-0.0099,0.052558,0.0142,0.0000,0.0080631
United Kingdom,2011-Q3,-0.0045,0.359405,0.0022,0.0000,0.0149024
United Kingdom,2011-Q4,0.0162,-0.039889,-0.0116,0.0000,0.0013750
United Kingdom,2012-Q1,0.0081,-0.042405,-0.0035,0.0080,0.0143249
United Kingdom,2012-Q2,0.0249,0.681485,-0.0010,0.0000,0.0013536
United Kingdom,2012-Q3,0.0104,-0.350280,-0.0176,0.0000,0.0037131
United Kingdom,2012-Q4,-0.0177,0.401203,-0.0013,0.0000,0.0170373
United Kingdom,2013-Q1,-0.0274,-0.204057,0.0023,0.0103,0.0154481
United Kingdom,2013-Q2,0.0016,-0.805958,-0.0110,0.0000,0.0048804
United Kingdom,2013-Q3,0.0095,0.113033,-0.0075,0.0000,0.0025932
United Kingdom,2013-Q4,0.0275,0.157138,0.0020,0.0000,0.0051663
United Kingdom,2014-Q1,0.0205,0.054972,-0.0033,0.0236,0.0054601
United Kingdom,2014-Q2,0.0176,0.027713,-0.0066,0.0000,-0.0135442
United Kingdom,2014-Q3,0.0086,-0.346007,-0.0050,0.0000,-0.0065147
United Kingdom,2014-Q4,0.0011,0.193912,-0.0134,0.0000,-0.0013080
United Kingdom,2015-Q1,0.0177,0.547855,-0.0218,0.0140,-0.0078844
United Kingdom,2015-Q2,0.0186,-0.162570,-0.0076,0.0000,-0.0072824
United Kingdom,2015-Q3,0.0244,-0.175445,-0.0165,0.0000,-0.0083403
United Kingdom,2015-Q4,-0.0107,-0.139024,-0.0146,0.0000,-0.0040282
United Kingdom,2016-Q1,-0.0509,0.209157,0.0407,0.0139,-0.0057345
United Kingdom,2016-Q2,-0.0186,-0.209427,0.0120,0.0000,-0.0095174
United Kingdom,2016-Q3,-0.0826,0.488773,0.0054,0.0000,-0.0047929
United Kingdom,2016-Q4,-0.0272,0.059458,0.0260,0.0000,0.0010290
United Kingdom,2017-Q1,0.0049,-0.068511,0.0282,0.0243,0.0163213
United Kingdom,2017-Q2,0.0113,-0.593984,-0.0029,0.0000,0.0070577
United Kingdom,2017-Q3,-0.0170,-0.011450,0.0086,0.0000,0.0020074
United Kingdom,2017-Q4,0.0145,0.553525,0.0223,0.0000,0.0145988
United Kingdom,2018-Q1,0.0145,-0.734597,0.0081,0.0105,0.0078741
United Kingdom,2018-Q2,0.0033,0.632974,0.0006,0.0000,-0.0013080
United Kingdom,2018-Q3,-0.0115,0.112620,0.0092,0.0000,-0.0006547
United Kingdom,2018-Q4,0.0004,-0.082289,0.0049,0.0000,0.0013089
United Kingdom,2019-Q1,0.0090,0.324729,-0.0129,0.0073,0.0104100
United Kingdom,2019-Q2,-0.0030,0.101310,0.0040,0.0000,0.0003236
United Kingdom,2019-Q3,-0.0334,-0.210571,-0.0037,0.0000,0.0045191
United Kingdom,2019-Q4,0.0470,0.474460,0.0006,0.0000,0.0016090
United Kingdom,2020-Q1,-0.0009,0.054792,-0.0071,-0.1076,0.0070491
United Kingdom,2020-Q2,-0.0173,-0.655385,-0.0229,0.0000,0.0019139
United Kingdom,2020-Q3,0.0002,-0.050213,0.0073,0.0000,-0.0063939
United Kingdom,2020-Q4,0.0023,-0.208630,0.0091,0.0000,-0.0067579
United Kingdom,2021-Q1,0.0329,-0.629870,-0.0327,0.0784,0.0022577
United Kingdom,2021-Q2,0.0166,0.418806,0.0339,0.0000,0.0028953
United Kingdom,2021-Q3,0.0001,0.174052,0.0213,0.0000,0.0035273
United Kingdom,2021-Q4,0.0000,-0.082638,0.0309,0.0000,0.0180814
United Kingdom,2022-Q1,0.0109,0.289612,-0.0024,0.0410,0.0254514
United Kingdom,2022-Q2,-0.0264,0.103643,0.0153,0.0000,0.0337483
United States,2010-Q2,0.0159,0.084450,0.0156,0.0000,0.0011539
